cleaned_name,cluster
Заведующий отделением-врач-стоматолог-ортопед,422.0
Начальник управления финансов администрации города льгова курской области,1695.0
Заместитель начальника управления финансов,1664.0
Художественный руководитель забужевский,
Заведующий забужевский,
Художественный руководитель песчанский,
Заведующий щеголянский,771.0
Хормейстер народ коллект любител художем творчес вок анс здравица,160.0
Художественный руководитель беличанский,
Художественный руководитель гирьянский,
Заведующий корочанский,13.0
Руководитель клубного формирования самодеятельности коллектива вокального пения,73.0
Заведующий долгобудчкий,13.0
Художественный руководитель щеголянский,
Заведующий песчанский,
Заведующий озеркавский сельский дом культуры филиал мкук беловский центр культуры досуга,1482.0
Художественный руководитель кондратовский,
Киномеханик беличанской киноустановки,98.0
Руководитель клубного формирования по интересам -художественное слово,73.0
Завед сектором по прокату демонстрированию кино видеофильмов киномеханик беловской киноустановки,98.0
Хормейстер народ коллект любител художем творчес вок анс девчата,160.0
Киномеханик пенской киноустановки,98.0
Художественный руководитель вишневский,
Культорганизатор долгобудский,891.0
Хормейстер народ коллект любител художем творчес мужск вокал анс,160.0
Заведующий кондратовский,
Заведующий ильковский,
Заведующий бобравский,
Заведующий вишневский,
Заведующий гирьянский,
Заведующий камышанский,
Заведующий коммунаровский,
Руководитель клубного формирования любител объединения декорат-прикладного творчества,73.0
Киномеханик вишневской киноустановки,98.0
Художественный руководитель коммунаровский,
Руководитель кружка сольного пения,777.0
Художественный руководитель камышанский,
Заведующий долго-колодезьский,13.0
Художественный руководитель бобравский,
Хормейстер любительского вокального или хорового коллектива,1046.0
Художественный руководитель лошаковский,
Художественный руководитель пенский,
Заведующий беличанский,
Художественный руководитель корочкинский,
Аккоомпаниатор,299.0
Хормейстер народ коллект любител художем творчес ильковский,160.0
Заведующий пенский,
Балетмейстер хореографического коллектива,1071.0
Заведующий лошаковский,
Хормейстер образцового художественного творчества театра эстрады,1453.0
Художественный руководитель малосолдатский,
Заведующий суходольский,13.0
Заведующий малосолдатский,
Инженер-эдектрик,27.0
Администратор гто,1407.0
Главный специалист-эксперт администрации,1616.0
Начальник отдела организационной кадровой работы архивного делопроизводства,1631.0
Консультант по компьютерному обеспечению,735.0
Главный специалист-экспертпо кадровой работе,1631.0
Управляющий делами администрации курской области,38.0
Ведущий специалист эксперт административной комиссии,1183.0
Главный специалист-ответственный секретарь кдн,930.0
Глава беловского района,
Первый заместитель главы администрации по финансово-экономическим вопросам,563.0
Ведущий специалист эксперт по экономике реформе апк,450.0
Главный специалист-эксперт по труду отдела экономики прогнозирования трудовых отношений,714.0
Главный специалист-эксперт отдела экономики,327.0
Заместитель начальника управления по строительству архитектуре администрации,1293.0
Главный специалист-эксперт управления строительства архитектуры земельных отношений муниципального,224.0
Заместитель главы администрации по социальным вопросам,438.0
Главный специалист эксперт по инженерно- техническому сервисному обслуживанию апк,295.0
Главный специалист-эксперт по размещению заказов на поставки товаров выполнение работ оказание услуг,1560.0
Консультант по труду отдела экономического развития прогнозирования трудовых отношений,379.0
Главный специалист- эксперт отдела- бухгалтер,1653.0
Заместитель главы администрации начальник отдела аграрной политики,501.0
Ведущий специалист-эксперт по опеке попечительству,776.0
Главный специалист эксперт по строительству транспорту,1586.0
Главный специалист-эксперт отдела по го чс администрации курской области,1647.0
Начальник управления строительства архитектуры тэк жкх транспорта,1398.0
Главный специалист-эксперта по мобилизационной подготовки,1158.0
Техник- электрик,82.0
Ответственный за обеспечение безопасности дорожного движения,750.0
Заместитель начальника еддс,340.0
Рабочая кухни,222.0
Заместитель заведующий по воспитательной работе,1687.0
Электрик-техник,82.0
Кочегар котельной,693.0
Тьютер,512.0
Начальник котельной,
Рабочий по обслуживанию тепловых сетей,743.0
Администратор моц,1075.0
Пед дополнительного образования,1150.0
Учитель математики,896.0
Учитель русского языка,251.0
Учитель физкультуры,1205.0
Рабочий по двору,451.0
Учитель изо,1140.0
Учитель истории,346.0
Учитель английского языка,784.0
Соц педагог,1107.0
Учитель физики,1233.0
Учитель музыки,529.0
Педагог- библиотекарь,166.0
Учитель географии,39.0
Учитель биологии,359.0
Учитель химии,1068.0
Рабочий по комплексному ремонту демонтажу,1663.0
Секретарь-машенистка,79.0
Лаборант станции хво,1034.0
Дежурный системы,311.0
Ведущий техник,394.0
Председатель представительного собрания,518.0
Главный специалист-эксперт представительного собрания,518.0
Начальник отд культуры,807.0
Начальник отд общего образования воспитания инспектирования образов учр,1463.0
Начальник отдела по правовым вопросам,1681.0
Начальник отд соцзащиты населения,807.0
Начальник отдела молодежной политики,818.0
Секретарь-машинстка администрации курской области,
Заведующий отделом писем,1636.0
Заведующий отделом рекламы подписки,1636.0
Педогог-психолог,392.0
Инструктор по физкультуре,33.0
Звукорежисс,
Методист по smm-продвижению соцмедиа,404.0
Аккомпаниатор концертмейстер,1464.0
Заместитель главы администрации города,312.0
Консультант по управлению имуществом,457.0
Консультант по вопросам земельных правоотношений,1396.0
Главный специалист-эксперт по эксплуатации инженерных коммуникаций,850.0
Главный специалист-эксперт-жилищный инспектор,295.0
Главный специалист-эксперта по информационным технологиям защите информации связи вычислительной техникитроля,1188.0
Консультант по вопросам транспорта связи муниципальных закупок,652.0
Начальник отдела экономики муниципальных закупок потребительского рынка предпринимательства транспорта,1094.0
Первый заместитель главы администрации города льгова,740.0
Консультант по кадрам организационным вопросам,1631.0
Главный специалист-эксперт по вопросам потребительского рынка предпринимательства,1094.0
Консультант ответственный секретарь административной комиссии,177.0
Главный специалист-эксперт по документальному обеспечению архивным вопросам,295.0
Начальник отдела культуры молодежной политики спорта,1655.0
Консультант по жилищно-бытовым вопросам,858.0
Консультант по вопросам го чс,1648.0
Главный специалист-эксперт по вопросам молодежной политики отдела культуры молодежной политики спорта,1655.0
Заместитель главы администрации города льгова начальник отдела жкх,740.0
Главный специалист-эксперт по вопросам строительства отдела архитектуры градостроительства,733.0
Глава города,275.0
Главный специалист-эксперт по вопросам муниципальных закупок эксплуатации вычислительной техники,1316.0
Главный специалист эксперт по вопросам внутреннего муницип финансового контроля,1690.0
Врио главы города льгова курской области,1127.0
Консультанта по жилищно-бытовым вопросам,858.0
Главный специалист-эксперт по вопросам управления имуществом,208.0
Начальника юридического отдела,364.0
Консультант по вопросам архитектуры градостроительства,1069.0
Главы города льгова,1127.0
Главный специалист-эксперт отдела бухгалтерского учета,1653.0
Главный специалист-эксперт по вопросам строительства,733.0
Консультанта по вопросам архитектуры градостроительства,1069.0
Консультанта отдела бухгалтерского учета,333.0
Начальник отдела экономики управления имуществом транспорта торговли связи аппарат,1536.0
Ведущий специалист-эксперт по вопросам трудовых отношений,724.0
Заместитель главы администрации города аппарат,312.0
Консультант ответственный секретарь комиссии по делам несовершеннолетних,415.0
Начальник отдела бухгалтерского учета,333.0
Управляющего делами администрации города льгова,740.0
Консультант по вопросам сфере трудовых отношений,724.0
Ведущий специалист-эксперт ответственный секретарь комиссии по делам несовершеннолетних,415.0
Заместитель главы администрации города по социальным вопросам,312.0
Консультант по кадрам организацтонным вопросам,1631.0
Начальник отдела архитектуры градостроительства,86.0
Начальник отдела архитектуры градостроительства главный архитектор,86.0
Консультант отдела бухгалтерского учета,333.0
Начальника отдела бухгалтерского учета,333.0
Главный специалист-эксперт по вопросам го чс,1648.0
Заместитель начальника отдела бухгалтерского учета,333.0
Начальника отдела жкх,1121.0
Начальник отдела жкх,1121.0
Главный специалист-эксперт по эксплуатации инженерных коммуникаций отдела жкх,850.0
Главного специалиста-эксперта-жилищного инспектора отдела жкх,1230.0
Главный специалист-эксперт по вопросам арендной платы за землю,295.0
Начальника отдела культуры молодежной политики спорта аппарат,1655.0
Медицинская сестра-массажист,620.0
Дежурная медицинская сестра,1328.0
Инструктор-метадист,33.0
Директор внешкольного учреждения,732.0
Аппаратчик водоочистки,495.0
Рабочий по обслуживанию плоскостных сооружений,41.0
Специалист по делупроизводству,123.0
Тренер-преподаватель квал категория,301.0
Бухгалтер род плата,61.0
Экономист-документовед,535.0
Заместитель начальника по казенным учреждениям,424.0
Главный специалист-эксперт по назначению выплате ежемесячной выплаты на детей возрасте от трех до семи лет включительно,610.0
Ведущий специалист-эксперт по назначению выплате ежемесячной выплаты на детей возрасте от трех до семи лет включительно,610.0
Рабочий по обслуживанию текущему ремонту зданий сооружений,1633.0
Советник директра,233.0
Инженер по охране труда технике безоп,1680.0
Учитель-педагог,30.0
Рабочий по обслуживанию текущему ремонту зданий сооружений оборудованию,1633.0
Педагог организатор основам безопасности жизнедеятельности,1641.0
Учитель технологии,358.0
Рабочий по коз,451.0
Учитель русского языка литературы,251.0
Учитель истории обществознания,346.0
Советник директора по воспитанию,1307.0
Учитель физической культуры,1205.0
Главный специалист-эксперт по вопросам образования,107.0
Главный специалист-эксперт по вопросам архитектуры градостроительства,733.0
Главного специалиста-эксперта отдела образования,1230.0
Начальника отдела образования,1688.0
Рабочий по комплексному ремонту зданий,1663.0
Моечные кухонной посуды мойщицы,282.0
Заместитель заведующий по административно-хозяйственной работе,1628.0
Рабочий по обслуживанию ремонту зданий сооружений,1633.0
Ио заведующего,660.0
Рабочий по обслуживанию текущемуремонту зданий сооружений оборудования,1633.0
Учитель- логопед,54.0
Инструктор по физ культуре,1675.0
Педагог-преподаватель основам безопасности жизнедеятельности,749.0
Рабочи обслуживанию зданий,1430.0
Социальный педогог,1117.0
Педагог внеурочной деятельности,966.0
Председатель ревизионной косиссии,1678.0
Инспектор-ведущий специалист-эксперт ревизионной комиссии,753.0
Консультант управления финансов администрации,429.0
Инжинер программист,861.0
Контролер технического состояния автомототранспортных средств,1669.0
Водитель специалист транспорта,62.0
Специалист по методике клубной работы информационной деятельности,755.0
Бехгалтер ревизор,351.0
Бухгалтер-ревизор,351.0
Заместитель главного-бухгалтера-начальник отдела нефинансовых активов,240.0
Заведующий филиалом верхнесмородинский сдк,
Заведующий филиалом матвеевский сдк,
Заведующий филиалом ольховатский сдк,
Заведующий филиалом горяйновский сдк,
Заведующий отделом по культурно-досуговой работе,790.0
Заведующий филиалом игишевский сдк,
Заведующий филиалом брусовской сдк,
Заведующий филиалом возовский сдк,
Заведующий филиалом 2-й поныровский сдк,699.0
Руководитель дискотеки,951.0
Заведующий филиалом первомайский сдк,
Заведующий филиалом березовецкий сдк,
Заведующий сектором досуга любительских обьединений,527.0
Заведующий филиалом бобровский сдк,
Руководитель самодеятельного коллектива,330.0
Руководитель танцев,25.0
Заведующий филиалом становской сдк,
Художествкнный руководитель,25.0
Заведующий отделом по информационно-методической деятельности,1636.0
Заведующий отделом кадров,1636.0
Художник-декоратор,357.0
Заведующий филиалом 1-й поныровский сдк,699.0
Руководитель вокального кружка,586.0
Заведующая филиалом брусовская сельская библиотека,
Библиотекарь абонемента,416.0
Заведующая филиалом бобровская сельская библиотека,
Библиотекарь читального зала,259.0
Главный библиотекарь передвижного фонда,781.0
Главный библиотекарь сектора оик,1115.0
Заведующая филиалом возовская сельская библиотека,
Библиотекарь сектора обработки комплектования,1115.0
Заведующая филиалом матвеевская сельская библиотека,
Заведующая филиалом горяйновская сельская модельная библиотека,4.0
Заведующая филиалом березовецкая сельская библиотека,
Заведующая филиалом поныровская сельская модельная библиотека,4.0
Заведующая филиалом в-смородинская модельная библиотека,4.0
Заведующая филиалом игишевская сельская модельная библиотека,4.0
Заведующая филиалом ольховатская сельская библиотека,
Заведующая филиалом первомайская сельская библиотека,
Заведующая филиалом поныровская сельская библиотека,
Библиотекарь цпи,
Библиотекарь центра правовой информации,426.0
Заведующая филиалом становская сельская библиотека,
Техслужающий,1290.0
Техслужащий,1290.0
Заместитель председателя комитета начальник управления проектной деятельности,147.0
Заместитель председателя комитета начальник управления контроля сфере закупок,147.0
Директор департамента,1534.0
Директор дши,1261.0
Рабочий по стирке ремонту специалист одежды,1657.0
Заведующий детским садом,433.0
Тренер-преподаватель по спорту,301.0
Директор спортивной школы,1522.0
Рабочий по комп обслуж ремонту зданий,1633.0
Руководитель моц,919.0
Руководитель студии циркового искусства,1212.0
Аккомпаниатор народного хора,1682.0
Техник сцены,1203.0
Хормейстер народного ансамбля,1682.0
Методист по работе кгу,334.0
Аккомпаниатор ансамбля народных инструментов,1021.0
Светооператор,
Дирижер ансамбля народных инструментов,1021.0
Дирижер нарпдного духового оркестра,199.0
Руководитель детского образцового ансамбля,1332.0
Аккомпаниатор народного танцевального коллектива,1555.0
Балетмейстер народного хора,1682.0
Руководитель музыкальной части,
Директор мук,24.0
Аккомпаниатор народного ансамбля,1682.0
Режиссер массовых мероприятий,1186.0
Заведующий отделом методической работы,420.0
Методист по клубной работе,755.0
Аккомпаниатор народного фольклорного ансамбля,1682.0
Киномеханик-кинооператор,1162.0
Муз руководитель 1к,540.0
Педагог- психолог,92.0
Кастелянная,503.0
Воспитатель выс,43.0
Методист по дошкольному воспитанию,704.0
Методист по информатизации,57.0
Заметитель-главного бухгалтера,1679.0
Калькулятор,585.0
Заведующий фил,3.0
Заведующий фил павловка,3.0
Заведующий филиалом зорино,
Заведующий филиалом трубеж,
Заведующий фил н-солотино,3.0
Заведующий фил стрелецкое,3.0
Заведующий фил кулига,3.0
Заведующий фил усланка,3.0
Заведующий фил косиново,3.0
Заведующий фил шипы,3.0
Заведующий фил гридасово,3.0
Заведующий читальным залом,393.0
Заведующий отделом обслуж,1636.0
Заведующий фил каменка,3.0
Заведующий филиалом п-котельниково,
Заведующий фил долженково,3.0
Заведующий фил рудавский,3.0
Заведующий фил быканово,3.0
Заведующий фил белое,3.0
Заведующий фил бабино,3.0
Заведующий отделом формирования,1636.0
Заведующий фил котельниково,3.0
Заведующий фил бушмено,3.0
Заведующий фил пушкарное,3.0
Заведующий фил афанасьево,3.0
Заведующий фил р-буды,3.0
Заведующий фил м-крюки,3.0
Заведующий фил шевелево,3.0
Заведующий фил чекмаревка,3.0
Заведующий фил камынено,3.0
Заведующий детской биб-кой,
Заведующий фил картамышево,3.0
Заведующий фил филатово,3.0
Заведующий фил башкатово,3.0
Заведующий фил бегичево,3.0
Заведующий отделом киновидеообслуживания,1394.0
Заведующая фокинской библиотекой,
Заведующая фатеевской библиотекой,
Библиотекарь почепской,
Ведущий библиотекарь библиотеки семейного чтения,751.0
Заведующая дерюгинской,
Заведующая старогородской,
Заведующая березовской,
Главный библиограф инновационно-методического отдела,702.0
Ведущий библиотекарь автоматизации иинформационных технологий,1395.0
Редактор иновационно-методического отдела,
Заведующая неварской библиотекой,
Заведующая детской библиотекой,
Заведующая сектором электронных информационных ресурсов,534.0
Заведующая крупецкой,970.0
Ведущий библиотекрь центральной,
Заведуущая сектором методической работы,1372.0
Заведующая сектором комплектования обработки литературы,746.0
Главный библиотекарь абонемента,416.0
Заведующая отделом обслуживания читателей,145.0
Заведующая сектором интеллектуального чтения досуга,746.0
Заведующий сектором культ массовой работы,986.0
Заведующая краснодубравской,
Заведующая сектором информационно-библиографическогообслуживания,1372.0
Заведующая сектором автоматизации информационных ресурсов,534.0
Главный библиотекарь читального зала,259.0
Ведущий библиотекарь абонемента,416.0
Библиотекарь моршневской,
Заведующая инновационно-методическим отделом,
Заведующая сектором библиотечного обслуживания,409.0
Заведующая сектором автоматики,746.0
Библиотекарь библиотеки семейного чтения,751.0
Библиотекарь харасейской,
Заведующая фатеевской,
Заведующая генеральшинской библиотекой,
Библиотекарь городской библиотеки,
Билиотекарь абонементского ослуживания цдб,1083.0
Библеотекарь крупецкой библиотеки,970.0
Заведующая меловской,
Заведующая отделом комлектова,468.0
Заведующая сектором автоматизации,746.0
Заведующая городской библиотекой,
Заведующая сектором справочного библиографического обслуживания цдб,746.0
Зведующая снижанской библиотеки,
Ведущий библиотекарь читального зала,259.0
Библиотекарь селинской библиотеки,
Заведующая поповкинской,
Заведующая библиотеки семейного чтения,751.0
Библиотекарь цдб,1083.0
Библиотекарь петраковской,
Переплетчик,872.0
Начальник учреждения совмещение,908.0
Художественный руководитель петраковского,
Заведующая новопершинским ск,
Художественный руководитель селинского,
Заместитель директора по кинообслуживанию заведующая центром досуга,1259.0
Заведующая беререзовским,
Заведующая генеральшинским,
Художественный руководитель новопершинского,
Заведующая крупецким,
Заведующая меловским,
Заведующая петраковским ск,
Заведующая почепским,
Художественный руковрдитель почепской,
Художественный руководитель крупецкой,
Заведующая селинским ск,
Художественный руководитель фатеевского,
Заведующая фатеевским,
Заведующая неварским,
Художественный руководитель березовского,
Заведующая погодинским,
Заведующая харасейским,
Мастер ковроткач,1134.0
Художественный руководитель режисер,
Методист по фолькл ру,57.0
Заведующая методическим отделом,
Заведующая старогородским,
Заведующая дерюгинским,
Режисер массовых мероприятий,768.0
Директор мкук дмитриевский рдк,
Ковроткач,1134.0
Заведующая поповкинским,
Добавить,475.0
Заведующая краснодубравским,
Заведующая цдик,
Аккомпониатор старогородский,361.0
Заведующая отделом киновидеообслуживания,1394.0
Заведующий художественной части,1258.0
Заместитель начальника управления финансов главный бухгалтер,1664.0
Подсобный рабочий по столовой,1361.0
Техничка,394.0
Педагог бк,30.0
Главный специалист-эксперт по организационной работе бухгалтерскому учету отчетности,268.0
Начальник отдела-экономист,1577.0
Начальник отдела-бухгалтер,1653.0
Заместитель директора-главный бухгалтер,488.0
Главный специалист-экономист,717.0
Специалист по делопроизводству,938.0
Председатель ревизионной комиссии курской области,1678.0
Механик по выпуску автотранспортных средств,1278.0
Специалист по работе электронным бюджетом,344.0
Главный специалист-эксперт по управлению муниципальным имуществом земельным вопросам,208.0
Главный специалист-эксперт по работе населением,1019.0
Главный специалист эксперт по агрономии отдела аграрной политике,1696.0
Главный специалист-эксперт по внутреннему финансовому контролю,1661.0
Начальник отдела по делам го чс,1647.0
Главный специалист-эксперт ответственный секретарь административной комиссии,177.0
Главный специалист-эксперт отдела по опеке попечительству,91.0
Главный специалист эксперт по экономическому развитию прогнозированию отдела аграрной политике,1696.0
Главный специалист-эксперт по кадрам организационной работе,268.0
Помощник главы администрации по мобилизационной подготовке,117.0
Главный специалист-эксперт по организационной работе,268.0
Начальник отдела архитектуры строительства имущественных земельных правоотношений,757.0
Главный специалист эксперт по труду,814.0
Глава касторенского района,
Начальник отдела социальной защиты населения,114.0
Главный специалист-эксперт по назначению выплате пособий компенсаций,
Главный специалист-эксперт по социальной поддержке ветеранов труда,295.0
Главный специалист-эксперт администратор баз данных пэвм,459.0
Главный специалист-эксперт ответственный секретарь комиссии по делам несовершеннолетних защите их прав,225.0
Мероприятия по отлову содержанию безнадзорных животных,763.0
Специалист отдела строительства архитиктуры имущественных земельных правоотношений,1603.0
Начальник бухгалтерского учета отчетности,1640.0
Главный специалист-эксперт по правовым вопросам,1681.0
Главный специалист-эксперт бухгалтерского учета отчетности,1653.0
Начальник отдела промышленности строительства архитектуры транспорта связи жкх тэк,1189.0
По договору за обслуживание гланаз,388.0
По договору приемного родителя,388.0
Специалист информационно-технического отдела,202.0
По договору загс,388.0
Специалист по начислению выплате ежемесячной денежной выплаты на ребенка от до лет,1384.0
Главный специалист эксперт информационно-технического отдела,202.0
Медиатор,140.0
Главный специалист-эксперт по внутреннему муниципальному финансовому контролю,1661.0
По договору очистка дорог,388.0
Главный специалист-эксперт по мобилизационной подготовке,75.0
Специалист -администратор баз данных пэвм,459.0
Кочегар истопник,689.0
Заместитель директорва по воспитательной работе,1687.0
Заместитель директора по икт,1701.0
Медецинская сестра,620.0
Подсобный рабочий по кухне,1389.0
Шоф,94.0
Соправождающий детей,1408.0
Советник,233.0
Замместитель директора по административно-хозяйственной работе,1628.0
Заведующая библитекой,
Рабочая столовой,222.0
Директор центра тетирования,21.0
Главный специалист эксперт по физкультуре,295.0
Заведующий частью,1028.0
Аккомпониатор,361.0
Старший инструктор-методист физкультурно-спортивных организаций,536.0
Старший медицинский работник,1023.0
Инструктор по адаптивной физической культуре,1517.0
Медицинская сестра- анестезист,1419.0
Врач психиатр- нарколог,362.0
Заведующий фельдшерско-акушерским пунктом- акушер,16.0
Врач -лаборант,8.0
Заведующий отделением врач -рентгенолог,1676.0
Заведующий фельдшерско-акушерским пунктом- медицинская сестра,228.0
Контрол кпп,808.0
Врач стоматолог ортопед,422.0
Заведующий отделением -врач-терапевт,1671.0
Заведующий кабинетом медицинской профилактики- врач по медицинской профилактике,875.0
Заведующий клинико-диагностической лабораторией -врач клинической лабораторной диагностики,1637.0
Заведующий отделением -врач-педиатр,1630.0
Специалист по сопровождению программ,1551.0
Заведующий отделением- врач-невролог,1627.0
Заместитель директора учебной работе,348.0
Захоз,927.0
Исполняющий обязанности начальника,209.0
Начальник -главный бухгалтер,926.0
Начальник одела,1439.0
Главный специалист-эксперт по культуре,295.0
Кассир-билетер,172.0
Заместитель начальника еддс старший дежурный оперативный,151.0
Заведующий лабораторией- врач клинической лабораторной диагностики,1637.0
Заведующий поликлиникой-врач клинической лабораторной диагностики,570.0
Врач-терапевт круглосуточный стационар,882.0
Врач-терапевт дневной стационар,1015.0
Заведующий поликлиническим отделением-врач-педиатр,1630.0
Врач-невролог круглосуточный стационар,882.0
Врач-невролог дневной стационар,1015.0
Врач-невролог кабинет врача невролога,1072.0
Электромонтер по ремонту электрооборудования,1401.0
Старший оператор газовой котельной,
Заведующий поликлиникой-врач невролог,17.0
Лаборант рентг каб,234.0
Медицинская сестра кабинета врача-гастроэнтеролога,109.0
Медицинская сестра кабинета врача дерматовенеролога,185.0
Заведующая кабинетом-врач-статистик,855.0
Диет сестра,1336.0
Медицинская сестра кабинета ультразвуковой диагностики,113.0
Врач венеролог,626.0
Медицинская сестра кабинета врача психиатра,1515.0
Медицинская сестра офтальм каб,1578.0
Врач дерматолог,649.0
Заместитель главный врача по го чс мобилизац работе,93.0
Врач кабинета функц диагностики,1100.0
Медицинская сестра кабинета профилактики для взрослых,1515.0
Заведующая мдоу,
Специалист по внутреннему муниципальному финансовому контролю,1661.0
Главный специалист-эксперт по бюджету,295.0
Начальник отдела по бюджетному учету отчетности,1640.0
Главный специалист-эксперт по бюджетному учету отчетности,1640.0
Главный специалист-эксперт по экономическому развитию прогнозированию,1696.0
Начальник фэу,1420.0
Заместитель начальника фэу,1420.0
Реммастер,286.0
Консультант по правовым вопросам,1523.0
Консультант-бухгалтер,61.0
Главный специалист-эксперт по опеке попечительству управления образования,776.0
Приемный родитель,1275.0
Ведущий специалист-эксперт по опеке попечительству управления образования,776.0
Методист моц,57.0
Машинист по старший белья,532.0
